,name,id,align,eye,hair,sex,gsm,appearances,first_appearance,year,publisher
256,John Sargent (New Earth),Secret Identity,Good,Brown,Brown,Male,,113.0,1941-05-01,1941.0,dc
257,Dian Belmont (New Earth),Public Identity,Good,Hazel,Brown,Female,,113.0,1940-02-01,1940.0,dc
258,Edward Bloomberg (New Earth),Secret Identity,Good,Yellow,Grey,Male,,111.0,1984-06-01,1984.0,dc
259,Leslie Thompkins (New Earth),Public Identity,Good,Blue,White,Female,,111.0,1976-03-01,1976.0,dc
260,Tara Markov (Team Titans),Secret Identity,Good,Blue,Blond,Female,,110.0,,1991.0,dc
261,Dmitri Pushkin (New Earth),Secret Identity,Good,Brown,Brown,Male,,110.0,1987-02-01,1987.0,dc
262,June Moone (New Earth),Secret Identity,Good,Green,Black,Female,,110.0,1966-04-01,1966.0,dc
263,Mia Dearden (New Earth),Secret Identity,Good,Blue,Blond,Female,,109.0,2001-05-01,2001.0,dc
264,Krypto (New Earth),Secret Identity,Good,Blue,White,Male,,109.0,1955-03-01,1955.0,dc
265,Ohiyesa I (New Earth),Public Identity,Good,Black,Black,Male,,109.0,1949-09-01,1949.0,dc
266,Donald Richards (New Earth),Secret Identity,Good,Brown,Brown,Male,,109.0,1942-03-01,1942.0,dc
267,Zauriel (New Earth),Public Identity,Good,Red,White,Male,,108.0,1997-06-01,1997.0,dc
268,Leonid Kovar (New Earth),Secret Identity,Good,Green,Blond,Male,,108.0,1968-12-01,1968.0,dc
269,Thomas Blake (New Earth),Secret Identity,Neutral,Blue,Blond,Male,,108.0,1963-01-01,1963.0,dc
270,Emily Briggs (New Earth),Public Identity,Good,Blue,Red,Female,,107.0,1985-09-01,1985.0,dc
271,Lilith Clay (New Earth),Secret Identity,Good,Green,Strawberry,Female,,107.0,1970-02-01,1970.0,dc
272,Thomas Tresser (New Earth),Secret Identity,Good,Blue,Blond,Male,,106.0,1980-09-01,1980.0,dc
273,Hans von Hammer (New Earth),Public Identity,Good,Blue,Red,Male,,106.0,1965-02-01,1965.0,dc
274,William Polk (New Earth),Secret Identity,Good,Blue,Brown,Male,,106.0,1948-02-01,1948.0,dc
275,Lyla Michaels (New Earth),Public Identity,Good,Green,Blond,Female,,105.0,1982-07-01,1982.0,dc
276,Bruce Gordon (New Earth),Public Identity,Good,,Brown,Male,,105.0,1963-07-01,1963.0,dc
277,Sugar Plumm (New Earth),,Good,,Blond,Female,,105.0,1956-05-01,1956.0,dc
278,Jervis Tetch (New Earth),Secret Identity,Bad,Blue,Red,Male,,105.0,1948-10-01,1948.0,dc
279,Enya Wazzo (New Earth),Secret Identity,Good,Blue,Black,Female,,104.0,1989-11-01,1989.0,dc
280,Werner Vertigo (New Earth),Secret Identity,Neutral,Blue,Blond,Male,,104.0,1978-07-01,1978.0,dc
281,Sapphire Stagg (New Earth),,Neutral,Blue,Blond,Female,,104.0,1965-01-01,1965.0,dc
282,Zinda Blake (New Earth),Secret Identity,Good,Blue,Blond,Female,,104.0,1959-02-01,1959.0,dc
283,Cecil Wilson (New Earth),,Good,,Red,Male,,104.0,1956-05-01,1956.0,dc
284,Aphrodite (New Earth),Public Identity,Neutral,Blue,Blond,Female,,104.0,1941-12-01,1941.0,dc
285,Sarah Essen (New Earth),Public Identity,Good,Blue,Blond,Female,,103.0,1987-03-01,1987.0,dc
286,Jade Nguyen (New Earth),Secret Identity,Bad,Green,Black,Female,,103.0,1983-08-01,1983.0,dc
287,Rip Hunter (New Earth),Secret Identity,,Blue,Blond,Male,,103.0,1959-06-01,1959.0,dc
288,Wing How (New Earth),Secret Identity,Good,Brown,Black,Male,,103.0,1938-10-01,1938.0,dc
289,Jack Drake (New Earth),,Good,Black,Brown,Male,,102.0,1989-08-01,1989.0,dc
290,Vril Dox I (New Earth),Secret Identity,Bad,Green,,Male,,102.0,1988-03-01,1988.0,dc
291,Adolf Hitler (New Earth),Public Identity,Bad,Brown,Brown,Male,,101.0,1942-03-01,1942.0,dc
292,Grace Choi (New Earth),Secret Identity,Good,Brown,Red,Female,Bisexual,100.0,2003-08-01,2003.0,dc
293,Lawrence Jordan (New Earth),Secret Identity,,Brown,Brown,Male,,100.0,1942-02-01,1942.0,dc
294,Natasha Irons (New Earth),Public Identity,Good,Brown,Black,Female,,99.0,1994-02-01,1994.0,dc
295,Katherine Spencer (New Earth),Secret Identity,Good,Blue,Black,Female,,98.0,2004-10-01,2004.0,dc
296,Stealth (New Earth),Secret Identity,Good,Pink,White,Female,,98.0,1989-02-01,1989.0,dc
297,Lorraine Reilly (New Earth),Secret Identity,Good,Blue,Red,Female,,98.0,1982-06-01,1982.0,dc
298,Noah Kuttler (New Earth),Public Identity,Bad,Green,Brown,Male,,98.0,1976-09-01,1976.0,dc
299,Despero (New Earth),Public Identity,Bad,Yellow,,Male,,98.0,1960-11-01,1960.0,dc
300,Jan Haasan (New Earth),Public Identity,Good,,Blond,Male,,98.0,1942-06-01,1942.0,dc
301,Tef\u00e9 Holland (New Earth),,Bad,Blue,White,Female,Bisexual,97.0,1989-12-01,1989.0,dc
302,Hippolyta Trevor (New Earth),Secret Identity,Good,Blue,Blond,Female,,97.0,1983-02-01,1983.0,dc
303,Jeffrey Franklin Burr (New Earth),Secret Identity,Bad,Black,,Male,,97.0,1976-03-01,1976.0,dc
304,Bizarro (New Earth),Public Identity,Neutral,Black,Black,Male,,96.0,2000-09-01,2000.0,dc
305,Henry Henshaw (New Earth),Secret Identity,Bad,Blue,Black,Male,,96.0,1990-05-01,1990.0,dc
306,Charles Dickles (New Earth),Public Identity,Good,,,Male,,96.0,1941-06-01,1941.0,dc
307,Maxine Hunkel (New Earth),Secret Identity,Good,Green,Red,Female,,95.0,2007-02-01,2007.0,dc
308,Dream (New Earth),Secret Identity,Neutral,Black,Black,Male,,95.0,1989-01-01,1989.0,dc
309,Wade Eiling (New Earth),Public Identity,Bad,Red,Brown,Male,,95.0,1987-03-01,1987.0,dc
310,Black Manta (New Earth),Secret Identity,Bad,Brown,Black,Male,,95.0,1967-10-01,1967.0,dc
311,Felix Faust (New Earth),Secret Identity,Bad,Brown,Black,Male,,95.0,1962-03-01,1962.0,dc
312,Virgil Hawkins (Dakotaverse),Secret Identity,Good,Brown,Black,Male,,94.0,1993-06-01,1993.0,dc
313,James Harper (New Earth),Public Identity,Good,Blue,Brown,Male,,94.0,1942-04-01,1942.0,dc
314,Soranik Natu (New Earth),Public Identity,Good,Purple,Black,Female,,93.0,2005-11-01,2005.0,dc
315,Anissa Pierce (New Earth),Secret Identity,Good,Brown,Black,Female,Homosexual,92.0,2003-08-01,2003.0,dc
316,Roman Sionis (New Earth),Public Identity,Bad,Black,,Male,,92.0,1985-08-01,1985.0,dc
317,"Henry King, Jr. (New Earth)",Public Identity,Good,Blue,Strawberry,Male,,92.0,1983-08-01,1983.0,dc
318,Orm Marius (New Earth),Secret Identity,Bad,Brown,Brown,Male,,92.0,1966-10-01,1966.0,dc
319,Citizen Abra (New Earth),Secret Identity,Bad,Blue,Black,Male,,92.0,1962-05-01,1962.0,dc
320,Abin Sur (New Earth),Public Identity,Good,Blue,,Male,,92.0,1959-10-01,1959.0,dc
321,Merlin (New Earth),Secret Identity,Neutral,Black,White,Male,,92.0,1936-02-01,1936.0,dc
322,William Payton (New Earth),Secret Identity,Good,Brown,Brown,Male,,91.0,1988-10-01,1988.0,dc
323,Danette Reilly (New Earth),Secret Identity,Good,Blue,Red,Female,,91.0,1981-08-01,1981.0,dc
324,Jonathan Tane (New Earth),Secret Identity,Good,Blue,Blond,Male,,91.0,1948-08-01,1948.0,dc
325,Ronald Troupe (New Earth),Public Identity,Good,Brown,Black,Male,,90.0,1991-07-01,1991.0,dc
326,William Storm (New Earth),Public Identity,Good,Brown,Brown,Male,,90.0,1964-06-01,1964.0,dc
327,Hermes (New Earth),Public Identity,Neutral,Blue,Blond,Male,,90.0,1959-04-01,1959.0,dc
328,Timothy Hunter (New Earth),Public Identity,Good,Black,Black,Male,,89.0,1990-12-01,1990.0,dc
329,Taghurrhu (New Earth),Public Identity,Good,Green,Orange,Male,,89.0,1981-06-01,1981.0,dc
330,Sandra Wu-San (New Earth),Secret Identity,Neutral,Brown,Black,Female,,89.0,1976-01-01,1976.0,dc
331,Eobard Thawne (New Earth),Secret Identity,Bad,Blue,Strawberry,Male,,89.0,1963-09-01,1963.0,dc
332,William Zard (New Earth),Public Identity,Bad,Blue,Black,Male,,89.0,1947-04-01,1947.0,dc
333,Arnold Wesker (New Earth),Public Identity,Bad,Blue,White,Male,,88.0,1988-02-01,1988.0,dc
334,Philippus (New Earth),Public Identity,Good,Brown,Black,Female,,88.0,1987-02-01,1987.0,dc
335,David Clinton (New Earth),Secret Identity,,Blue,Black,Male,,88.0,1962-11-01,1962.0,dc
336,Bobo T. Chimpanzee (New Earth),,,Black,Black,Male,,88.0,1952-08-01,1952.0,dc
337,Miriam Delgado (Team Titans),Secret Identity,Good,Black,Black,Female,,87.0,,1991.0,dc
338,Mister Bones (New Earth),Secret Identity,Neutral,,,Male,,87.0,1985-07-01,1985.0,dc
339,Mikaal Tomas (New Earth),Secret Identity,Good,Blue,Purple,Male,Homosexual,87.0,1976-03-01,1976.0,dc
340,Peter Ross (New Earth),Public Identity,Good,Blue,Blond,Male,,87.0,1961-01-01,1961.0,dc
341,Matthew Tyler (New Earth),Public Identity,Good,White,,Male,,86.0,1997-11-01,1997.0,dc
342,Suzanne King-Jones (New Earth),Secret Identity,Good,Blue,Blond,Female,,86.0,1997-08-01,1997.0,dc
343,Rosabelle Mendez (New Earth),Secret Identity,Good,Red,,,,86.0,1991-02-01,1991.0,dc
344,Sardath (New Earth),Public Identity,Good,Blue,,Male,,86.0,1958-12-01,1958.0,dc
345,Herakles (New Earth),Public Identity,,Brown,Brown,Male,,86.0,1941-12-01,1941.0,dc
346,Harold Thompson (New Earth),Secret Identity,,Blue,Blond,Male,,86.0,1938-06-01,1938.0,dc
347,Shayera Thal (New Earth),Secret Identity,Good,Blue,Red,Female,,85.0,1989-08-01,1989.0,dc
348,Mallah (New Earth),Secret Identity,Bad,Brown,Brown,Male,Homosexual,85.0,1964-03-01,1964.0,dc
349,Congorilla (New Earth),Public Identity,Good,Blue,Gold,Male,,85.0,1959-01-01,1959.0,dc
350,Thomas Elliot (New Earth),Secret Identity,Bad,Blue,Red,Male,,84.0,2003-01-01,2003.0,dc
351,Greta Hayes (New Earth),Secret Identity,Good,Blue,Blond,Female,,84.0,1998-06-01,1998.0,dc
352,Parallax (New Earth),Secret Identity,Bad,,,,,84.0,1994-03-01,1994.0,dc
353,Julia Deneiros (New Earth),Public Identity,Good,Blue,Grey,Female,,84.0,1987-04-01,1987.0,dc
354,Etta Candy (New Earth),Public Identity,Good,Green,Brown,Female,,84.0,1942-02-01,1942.0,dc
355,Jonathan Law (New Earth),Secret Identity,,Blue,Blond,Male,,84.0,1941-10-01,1941.0,dc
356,Thomas Bronson (New Earth),Secret Identity,Good,Blue,Black,Male,,83.0,2007-02-01,2007.0,dc
357,Norda Cantrell (New Earth),Secret Identity,,White,Brown,Male,,83.0,1983-09-01,1983.0,dc
358,Karen Beecher (New Earth),Secret Identity,Good,Brown,Black,Female,,83.0,1976-12-01,1976.0,dc
359,Ellen Frazier (New Earth),Public Identity,Good,Green,Red,Female,,83.0,1965-09-01,1965.0,dc
360,Simon Stagg (New Earth),Public Identity,Bad,Blue,White,Male,,83.0,1965-01-01,1965.0,dc
361,"Rex, the Wonder Dog (New Earth)",Public Identity,Good,Blue,White,Male,,83.0,1952-02-01,1952.0,dc
362,Isamot Kol (New Earth),Secret Identity,Good,Yellow,,Male,,82.0,2005-11-01,2005.0,dc
363,Thomas Monaghan (New Earth),Public Identity,Good,Black,Black,Male,,82.0,,1993.0,dc
364,Tomar-Tu (New Earth),Secret Identity,Good,White,,Male,,82.0,1990-10-01,1990.0,dc
365,Kalibak (New Earth),Public Identity,Bad,Red,Black,Male,,82.0,1971-03-01,1971.0,dc
366,Drury Walker (New Earth),Secret Identity,Bad,Red,Brown,Male,,82.0,1951-02-01,1951.0,dc
367,Terrence Thirteen (New Earth),Public Identity,Good,Brown,Brown,Male,,82.0,1951-11-01,1951.0,dc
368,Hannibal Hawkes (New Earth),Secret Identity,Good,Black,Black,Male,,82.0,1948-10-01,1948.0,dc
369,Circe (New Earth),Public Identity,Bad,Red,Purple,Female,,81.0,1988-08-01,1988.0,dc
370,Baran Flinders (New Earth),Public Identity,Bad,Blue,Red,Male,,81.0,1981-01-01,1981.0,dc
371,Mark Shaw (New Earth),Public Identity,Good,Blue,Brown,Male,,81.0,1975-08-01,1975.0,dc
372,Neal Emerson (New Earth),Secret Identity,Bad,Blue,Black,Male,,81.0,1963-06-01,1963.0,dc
373,Cameron Chase (New Earth),Secret Identity,Good,Green,Blond,Female,,80.0,1998-01-01,1998.0,dc
374,John Corben (New Earth),Secret Identity,Bad,Photocellular,Brown,Male,,80.0,1987-01-01,1987.0,dc
375,Vanessa Kapatelis (New Earth),,Good,Blue,Brown,Female,,80.0,1987-04-01,1987.0,dc
376,Lian Harper (New Earth),Public Identity,Good,Green,Black,Female,,80.0,1986-06-01,1986.0,dc
377,Malcolm Duncan (New Earth),Secret Identity,Good,Brown,Black,Male,,80.0,1970-04-01,1970.0,dc
378,Samuel Scudder (New Earth),Secret Identity,Bad,Brown,Brown,Male,,80.0,1959-03-01,1959.0,dc
379,Sasha Bordeaux (New Earth),Secret Identity,Good,Blue,Black,Female,,79.0,2000-12-01,2000.0,dc
380,L-Ron (New Earth),Public Identity,Good,Photocellular,,Male,,79.0,1988-06-01,1988.0,dc
381,Rudolph Jones (New Earth),Secret Identity,Bad,,,Male,,79.0,1987-04-01,1987.0,dc
382,Valentina Vostok (New Earth),Secret Identity,Good,Blue,Blond,Female,,79.0,1977-09-01,1977.0,dc
383,Paul Booker (New Earth),Secret Identity,Good,Brown,Black,Male,,79.0,1966-03-01,1966.0,dc
384,Abigail Hunkel (New Earth),Secret Identity,Good,Black,Brown,Female,,79.0,1939-06-01,1939.0,dc
385,Cyril Saunders (New Earth),Public Identity,Good,Hazel,White,Male,,79.0,1937-03-01,1937.0,dc
386,Jakeem Williams (New Earth),Secret Identity,,Brown,,Male,,79.0,,,dc
387,Owen Mercer (New Earth),Secret Identity,Good,Blue,Red,Male,,78.0,2004-10-01,2004.0,dc
388,Christopher Smith (New Earth),Public Identity,Good,Blue,Black,Male,,78.0,1966-11-01,1966.0,dc
389,Roger Hayden (New Earth),Secret Identity,Bad,Blue,Red,Male,,78.0,1965-06-01,1965.0,dc
390,Hector Hammond (New Earth),Public Identity,Bad,Blue,Brown,Male,,78.0,1961-04-01,1961.0,dc
391,Lorena Marquez (New Earth),Secret Identity,Good,Brown,Brown,Female,,77.0,2004-05-01,2004.0,dc
392,Boodikka (New Earth),Public Identity,Good,Green,Black,Female,,77.0,1992-01-01,1992.0,dc
393,Samuel Lane (New Earth),Public Identity,Bad,Blue,Grey,Male,,77.0,1987-01-01,1987.0,dc
394,"Thaddeus Sivana, Sr. (New Earth)",Public Identity,Bad,Black,,Male,,77.0,1987-04-01,1987.0,dc
395,Joshua Clay (New Earth),Secret Identity,,Brown,Black,Male,,77.0,1977-09-01,1977.0,dc
396,Lashina (New Earth),Secret Identity,Bad,Blue,Black,Female,,77.0,1972-02-01,1972.0,dc
397,Brain (New Earth),Secret Identity,Bad,,,Male,Homosexual,77.0,1964-03-01,1964.0,dc
398,Curtis Metcalf (Dakotaverse),Secret Identity,Good,Brown,Black,Male,,76.0,1993-04-01,1993.0,dc
399,Brik (New Earth),Secret Identity,Good,White,,Female,,76.0,1991-05-01,1991.0,dc
400,Adrian Chase (New Earth),Public Identity,,Blue,Blond,Male,,76.0,1982-09-01,1982.0,dc
401,Java (New Earth),Public Identity,Bad,Black,Black,Male,,76.0,1965-01-01,1965.0,dc
402,Horace Canfield (New Earth),Public Identity,Good,,,Male,,76.0,1961-04-01,1961.0,dc
403,Captain Harding (New Earth),Public Identity,Good,,Brown,Male,,76.0,1956-02-01,1956.0,dc
404,Helena Sandsmark (New Earth),Public Identity,Good,Brown,Brown,Female,,75.0,1996-01-01,1996.0,dc
405,Sarah Charles (New Earth),Public Identity,Good,Brown,Black,Female,,75.0,1985-09-01,1985.0,dc
406,Tomar-Re (New Earth),Secret Identity,Good,Red,,Male,,75.0,1961-06-01,1961.0,dc
407,"Richard Flag, Jr. (New Earth)",Secret Identity,Good,Blue,Brown,Male,,75.0,1959-09-01,1959.0,dc
408,Nathaniel Heywood (New Earth),Secret Identity,Good,Green,Red,Male,,74.0,2007-03-01,2007.0,dc
409,Hugh Dawkins (New Earth),Secret Identity,Good,White,Blond,Male,Homosexual,74.0,1986-11-01,1986.0,dc
410,Matthew Cable (New Earth),Secret Identity,,,Black,Male,,74.0,1972-11-01,1972.0,dc
411,Starro (New Earth),,Bad,Black,,Male,,74.0,1960-03-01,1960.0,dc
412,Topo (New Earth),,Good,,,Male,,74.0,1956-10-01,1956.0,dc
413,Winslow Schott (New Earth),Public Identity,Bad,Blue,,Male,,74.0,1943-09-01,1943.0,dc
414,Ultra-Humanite (New Earth),Secret Identity,,Red,White,Male,,74.0,1939-06-01,1939.0,dc
415,Neron (New Earth),Secret Identity,Bad,White,Blond,Male,,73.0,1995-11-01,1995.0,dc
416,Victor Zsasz (New Earth),Public Identity,Bad,Blue,Blond,Male,,73.0,1992-06-01,1992.0,dc
417,Kay Challis (New Earth),Public Identity,Good,Blue,Black,Female,,73.0,1989-02-01,1989.0,dc
418,Roland Desmond (New Earth),Public Identity,Bad,Brown,Brown,Male,,73.0,1965-11-01,1965.0,dc
419,Carl Sands (New Earth),Secret Identity,Bad,Brown,Black,Male,,73.0,1961-07-01,1961.0,dc
420,Dane Dorrance (New Earth),Public Identity,Good,Brown,Brown,Male,,73.0,1960-08-01,1960.0,dc
421,Flying Cloud (New Earth),Public Identity,Good,Brown,Brown,Male,,73.0,1960-12-01,1960.0,dc
422,"Peter Merkel, Jr. (New Earth)",Secret Identity,Bad,Grey,Red,Male,,72.0,2005-07-01,2005.0,dc
423,Garryn Bek (New Earth),Public Identity,Good,Blue,Brown,Male,,72.0,1989-01-01,1989.0,dc
424,Jose Delgado (New Earth),Secret Identity,Good,Brown,Black,Male,,72.0,1987-05-01,1987.0,dc
425,Mogo (New Earth),Public Identity,Good,,,Male,,72.0,1985-05-01,1985.0,dc
426,Cain (New Earth),Public Identity,Bad,Black,Brown,Male,,72.0,1968-08-01,1968.0,dc
427,Steven Trevor (New Earth),Public Identity,Good,Blue,Blond,Male,,72.0,1941-12-01,1941.0,dc
428,Edgar Cizko (New Earth),Secret Identity,Bad,Blue,Black,Male,,71.0,1991-05-01,1991.0,dc
429,Louise Lincoln (New Earth),Public Identity,Bad,Blue,Blue,Female,,71.0,1984-03-01,1984.0,dc
430,Brian Savage (New Earth),Public Identity,Good,Blue,Black,Male,,71.0,1977-04-01,1977.0,dc
431,Thomas Oscar Morrow (New Earth),Public Identity,Bad,Blue,Brown,Male,,71.0,1964-03-01,1964.0,dc
432,Amazo (New Earth),Public Identity,Bad,Red,,Male,,71.0,1960-07-01,1960.0,dc
433,Kingsley Faraday (New Earth),Public Identity,Good,Blue,White,Male,,70.0,1950-08-01,1950.0,dc
434,Clifford Zmeck (New Earth),Secret Identity,Bad,Blue,Brown,Male,,69.0,1988-02-01,1988.0,dc
435,Nabu (New Earth),Public Identity,Good,Blue,White,Male,,69.0,1941-05-01,1941.0,dc
436,Bleez (New Earth),Public Identity,Neutral,Blue,Black,Female,,68.0,2008-12-01,2008.0,dc
437,Hannu (New Earth),Public Identity,Good,White,,Male,,68.0,1994-02-01,1994.0,dc
438,Catherine Cobert (New Earth),,Good,Blue,Black,Female,,68.0,1987-12-01,1987.0,dc
439,Harry Stein (New Earth),Public Identity,Good,Brown,Brown,Male,,68.0,1985-11-01,1985.0,dc
440,Adeline Kane (New Earth),Secret Identity,Neutral,Green,Brown,Female,,68.0,1983-08-01,1983.0,dc
441,Green Man (New Earth),Public Identity,,Red,,Male,,68.0,1983-05-01,1983.0,dc
442,Tara Markov (New Earth),Secret Identity,Bad,Blue,Blond,Female,,68.0,1982-12-01,1982.0,dc
443,Shakira (New Earth),Public Identity,Good,,Black,Female,,68.0,1980-04-01,1980.0,dc
444,Tara Morgan (New Earth),Public Identity,Good,,Brown,Female,,68.0,1975-11-01,1975.0,dc
445,Isaac Bowin (New Earth),Secret Identity,,Blue,,Male,,68.0,1948-01-01,1948.0,dc
446,Hop Harrigan (New Earth),Public Identity,Good,Blue,Blond,Male,,68.0,1939-04-01,1939.0,dc
447,Sonia Sato (New Earth),Secret Identity,Good,,Black,Female,,67.0,2007-01-01,2007.0,dc
448,Vath Sarn (New Earth),Public Identity,Good,Black,Black,Male,,67.0,2005-11-01,2005.0,dc
449,Mercy Graves (New Earth),Public Identity,Bad,Blue,Blond,Female,,67.0,1999-08-01,1999.0,dc
450,Arnold Munro (New Earth),Public Identity,Good,Blue,Black,Male,,67.0,1987-06-01,1987.0,dc
451,Bibbo Bibbowski (New Earth),Public Identity,Good,Grey,Grey,Male,,67.0,1987-05-01,1987.0,dc
452,Jebediah of Canaan (New Earth),Secret Identity,Good,Blue,White,Male,,67.0,1987-04-01,1987.0,dc
453,Lawrence Bolatinsky (New Earth),Secret Identity,Bad,Blue,Black,Male,,67.0,1984-11-01,1984.0,dc
454,Lydea Mallor (New Earth),Public Identity,Good,Blue,Black,Female,,67.0,1982-08-01,1982.0,dc
455,Tana Moon (New Earth),Public Identity,Good,Brown,Black,Female,,66.0,1993-06-01,1993.0,dc
456,Maxine Baker (New Earth),Public Identity,Good,Green,Red,Female,,66.0,1988-09-01,1988.0,dc
457,Frances Kane (New Earth),Public Identity,,Blue,Purple,Female,,66.0,1982-03-01,1982.0,dc
458,Jason Bard (New Earth),Public Identity,Good,Brown,Brown,Male,,66.0,1969-10-01,1969.0,dc
459,Krona (New Earth),Public Identity,Bad,Green,White,Male,,66.0,1965-10-01,1965.0,dc
460,Daniel Dunbar (New Earth),Secret Identity,Good,Blue,Red,Male,,66.0,1942-03-01,1942.0,dc
461,Scandal Savage (New Earth),Secret Identity,Bad,Brown,Brown,Female,Homosexual,65.0,2005-07-01,2005.0,dc
462,Mackenzie Bock (New Earth),Public Identity,Good,Brown,,Male,,65.0,1995-01-01,1995.0,dc
463,Jeremiah Arkham (New Earth),Public Identity,Bad,,,Male,,65.0,1992-06-01,1992.0,dc
464,Amon Hakk (New Earth),Public Identity,Good,,Black,Male,,65.0,1991-08-01,1991.0,dc
465,Garv (New Earth),Public Identity,Good,Blue,,Male,,65.0,1990-05-01,1990.0,dc
466,Karen Lou Faulkner (New Earth),Secret Identity,Neutral,Brown,Brown,Female,Homosexual,65.0,1987-07-01,1987.0,dc
467,Albert Desmond (New Earth),,,Green,Red,Male,,65.0,1958-04-01,1958.0,dc
468,Kent V. Nelson (New Earth),Secret Identity,Good,Brown,Blond,Male,,64.0,2007-11-01,2007.0,dc
469,Janos Prohaska (New Earth),Public Identity,Good,Blue,Black,Male,,64.0,1988-03-01,1988.0,dc
470,Edward Fyers (New Earth),Public Identity,Good,Blue,Brown,Male,,64.0,1987-10-01,1987.0,dc
471,Mister Mxyzptlk (New Earth),Secret Identity,Neutral,Black,White,Male,,64.0,1987-11-01,1987.0,dc
472,Jor-El (New Earth),Public Identity,Good,Blue,Black,Male,,64.0,1986-10-01,1986.0,dc
473,Yolanda Montez (New Earth),Secret Identity,Good,Brown,Reddish,Female,,64.0,1985-03-01,1985.0,dc
474,William Randolph Wintergreen (New Earth),Public Identity,Neutral,,White,Male,,64.0,1980-12-01,1980.0,dc
475,William Hand (New Earth),Secret Identity,Bad,Brown,Black,Male,,64.0,1964-06-01,1964.0,dc
476,Molly Mayne (New Earth),Secret Identity,Good,Green,Red,Female,,64.0,1947-09-01,1947.0,dc
477,Scribbly Jibbet (New Earth),Public Identity,Good,,Black,Male,,64.0,1939-04-01,1939.0,dc
478,Amy Winston (New Earth),Secret Identity,Good,Violet,Blond,Female,,63.0,1983-04-01,1983.0,dc
479,Charis-Nar (New Earth),Secret Identity,Good,Black,,Male,,63.0,1981-06-01,1981.0,dc
480,Pooch (New Earth),Public Identity,Good,,White,Male,,63.0,1959-09-01,1959.0,dc
481,Tex (New Earth),Public Identity,Good,,Red,Male,,63.0,1947-06-01,1947.0,dc
482,Clifford DeVoe (New Earth),Secret Identity,Bad,,Black,Male,,63.0,1943-09-01,1943.0,dc
483,Klarion Bleak (New Earth),Secret Identity,Neutral,Black,Black,Male,,62.0,1973-03-01,1973.0,dc
484,Mark Merlin (New Earth),Public Identity,Good,Blue,Brown,Male,,62.0,1959-08-01,1959.0,dc
